,,loss,acc,val_loss,val_acc
Linear3,18,0.097517192363739,0.9686158895492554,1.4501274824142456,0.6577253341674805
Linear3,19,0.0489038378000259,0.9833691120147704,1.682931900024414,0.6534335017204285
Linear3,20,0.0575532652437686,0.978272557258606,1.631715178489685,0.6706008315086365
InceptionV3,1,0.7308496832847595,0.6824034452438354,0.6000341773033142,0.7607296109199524
InceptionV3,2,0.5719868540763855,0.766094446182251,0.6265459060668945,0.7371244430541992
InceptionV3,3,0.5024046897888184,0.7998927235603333,0.5615506172180176,0.7811158895492554
InceptionV3,4,0.5048313140869141,0.7942596673965454,0.6583555340766907,0.7392703890800476
InceptionV3,5,0.4309473037719726,0.8320815563201904,0.5582857728004456,0.7778970003128052
InceptionV3,6,0.4263035655021667,0.82564377784729,0.4851167500019073,0.8100858330726624
InceptionV3,7,0.4069732129573822,0.8323497772216797,0.5102455615997314,0.8057940006256104
InceptionV3,8,0.381268709897995,0.8449570536613464,0.5633694529533386,0.7929184436798096
InceptionV3,9,0.366922914981842,0.8554184436798096,0.5979195237159729,0.7896995544433594
InceptionV3,10,0.3549306392669678,0.857564389705658,0.4996995627880096,0.803648054599762
InceptionV3,11,0.3193633556365967,0.8690987229347229,0.6096736788749695,0.7564377784729004
InceptionV3,12,0.3159498572349548,0.8731223344802856,0.5518299341201782,0.7725321650505066
InceptionV3,13,0.292507916688919,0.8873390555381775,0.6864234805107117,0.778969943523407
InceptionV3,14,0.2771332263946533,0.8830472230911255,0.5198711156845093,0.7961373329162598
InceptionV3,15,0.2606222033500671,0.896727442741394,0.5269026160240173,0.8068669438362122
InceptionV3,16,0.2478779405355453,0.8961910009384155,0.6809305548667908,0.790772557258606
InceptionV3,17,0.2277951836585998,0.9117489457130432,0.8911643624305725,0.7564377784729004
InceptionV3,18,0.255198061466217,0.8961910009384155,0.6673240065574646,0.7961373329162598
InceptionV3,19,0.1984745562076568,0.919796109199524,0.8721722364425659,0.758583664894104
InceptionV3,20,0.1785741150379181,0.9291845560073853,0.6763117909431458,0.7939913868904114
Xception,1,0.671969473361969,0.7129828333854675,0.5270273685455322,0.7939913868904114
Xception,2,0.5331156253814697,0.778969943523407,0.5613492131233215,0.758583664894104
Xception,3,0.4781248867511749,0.8098176121711731,0.5348373651504517,0.7768240571022034
Xception,4,0.4704771339893341,0.8119634985923767,0.4917115569114685,0.8068669438362122
Xception,5,0.4195981323719024,0.8366416096687317,0.4626918137073517,0.8175965547561646
Xception,6,0.3940984904766083,0.8422746658325195,0.464260846376419,0.8111587762832642
Xception,7,0.3836996853351593,0.8462982773780823,0.552622377872467,0.7843347787857056
Xception,8,0.3689431846141815,0.8524678349494934,0.4447649419307709,0.8229613900184631
Xception,9,0.3383611440658569,0.8717811107635498,0.5397080779075623,0.774678111076355
Xception,10,0.3515872955322265,0.8613197207450867,0.5301308631896973,0.7821888327598572
Xception,11,0.3118055164813995,0.8800965547561646,0.4687809646129608,0.8315450549125671
Xception,12,0.2892118692398071,0.8878755569458008,0.4982010424137115,0.8197425007820129
Xception,13,0.2896008491516113,0.8876072764396667,0.522584080696106,0.8068669438362122
Xception,14,0.2906041741371155,0.8862661123275757,0.4775552749633789,0.8347639441490173
Xception,15,0.276557445526123,0.8940450549125671,0.7077987194061279,0.7199570536613464
Xception,16,0.268655002117157,0.8948497772216797,0.4498915672302246,0.8261802792549133
Xception,17,0.2232186198234558,0.9138948321342468,0.5197457671165466,0.8143776655197144
Xception,18,0.2570239901542663,0.8964592218399048,0.5433117151260376,0.8004291653633118
Xception,19,0.2049225270748138,0.9240880012512208,0.4864591360092163,0.8175965547561646
Xception,20,0.1826891601085662,0.9337446093559264,0.6992836594581604,0.7864806652069092
ResNet101,1,0.6316089034080505,0.7320278882980347,0.535520076751709,0.7618025541305542
ResNet101,2,0.4395089447498321,0.8221566677093506,0.4490791261196136,0.8283261656761169
ResNet101,3,0.3923276364803314,0.841738224029541,0.3966350257396698,0.8293991684913635
ResNet101,4,0.3488238155841827,0.8599785566329956,0.5588528513908386,0.7896995544433594
ResNet101,5,0.3428210020065307,0.8621244430541992,0.4152745604515075,0.8369098901748657
ResNet101,6,0.2885154783725738,0.8859978318214417,0.4009594321250915,0.8465664982795715
ResNet101,7,0.2886226177215576,0.8870708346366882,0.4619121551513672,0.8272532224655151
ResNet101,8,0.2397869229316711,0.9053111672401428,0.3432595133781433,0.8626609444618225
ResNet101,9,0.2407052516937255,0.9093347787857056,0.3984054625034332,0.8519313335418701
ResNet101,10,0.2209495306015014,0.9109442234039308,0.6664700508117676,0.8057940006256104
ResNet101,11,0.2154583632946014,0.9168455004692078,0.4120907187461853,0.8594420552253723
ResNet101,12,0.1695218384265899,0.9313304424285888,0.391583651304245,0.8605149984359741
ResNet101,13,0.1971354484558105,0.9238197207450868,0.5791352987289429,0.8251072764396667
ResNet101,14,0.1748154163360595,0.9315987229347228,0.3439274430274963,0.8701716661453247
ResNet101,15,0.1786261796951294,0.9256974458694458,0.45362189412117,0.8583691120147705
ResNet101,16,0.1389097869396209,0.9436695575714112,0.4174036979675293,0.8605149984359741
ResNet101,17,0.1467302143573761,0.9425965547561646,0.378656804561615,0.8615880012512207
ResNet101,18,0.1533065140247345,0.9396459460258484,0.3995964527130127,0.8648068904876709
ResNet101,19,0.1201926991343498,0.9530579447746276,0.6128842234611511,0.832617998123169
ResNet101,20,0.1246015876531601,0.9490343332290648,0.4432723522186279,0.8572961091995239
VGG16,1,0.7300572991371155,0.709227442741394,0.5257798433303833,0.7886266112327576
VGG16,2,0.5046451091766357,0.8017703890800476,0.5270464420318604,0.7982832789421082
VGG16,3,0.457977294921875,0.8184012770652771,0.4677284359931946,0.8175965547561646
VGG16,4,0.4396476149559021,0.8194742202758789,0.4758948385715484,0.807939887046814
VGG16,5,0.3962231874465942,0.8433476686477661,0.4460134208202362,0.8283261656761169
VGG16,6,0.3607280254364013,0.857564389705658,0.4156111478805542,0.8422746658325195
VGG16,7,0.3443967700004577,0.8672210574150085,0.4377748072147369,0.8251072764396667
VGG16,8,0.3274923861026764,0.8685622215270996,0.4402264058589935,0.8122317790985107
VGG16,9,0.3027895092964172,0.8814377784729004,0.5033802390098572,0.7918455004692078
VGG16,10,0.2837448418140411,0.8884119987487793,0.4444342255592346,0.8261802792549133
VGG16,11,0.2831223011016845,0.8897532224655151,0.45827317237854,0.8208154439926147
VGG16,12,0.2674445211887359,0.8961910009384155,0.4253841042518616,0.8433476686477661
VGG16,13,0.2320285886526107,0.9093347787857056,0.4455491602420807,0.8454935550689697
VGG16,14,0.242508977651596,0.8986051678657532,0.5163964033126831,0.8090128898620605
VGG16,15,0.2162535786628723,0.919796109199524,0.4996354877948761,0.8390557765960693
VGG16,16,0.1973194032907486,0.9281116127967834,0.5189522504806519,0.8122317790985107
VGG16,17,0.1793936192989349,0.9321351647377014,0.5109512805938721,0.8315450549125671
VGG16,18,0.17233607172966,0.9324034452438354,0.614884078502655,0.8293991684913635
VGG16,19,0.1728635132312774,0.9318669438362122,0.4713934659957886,0.8433476686477661
VGG16,20,0.1491602063179016,0.9423283338546752,0.5255691409111023,0.8358368873596191
